x,Curve1
-133.836,4.09995
-132.249,3.92747
-132.004,3.7172
-131.645,3.19479
-131.524,3.48775
-131.19,2.94624
-131.011,2.68504
-130.322,2.4173
-130.23,1.88861
-129.825,1.60186
-129.697,0.90118
-129.67,0.32155
-129.626,2.15593
-129.522,1.43615
-129.486,1.26417
-129.45,1.09218
-129.43,-0.09254
-129.417,0.11765
-129.41,0.72274
-128.849,0.55696
-128.631,-0.47496
-128.626,-0.27114
-128.333,-0.84448
-128.31,-1.22665
-128.305,-1.02283
-128.095,-0.65984
-127.782,-1.4179
-127.545,-1.63454
-127.25,-1.80661
-126.98,-1.99778
-126.206,-2.3993
-126.16,-2.16364
-125.366,-2.74988
-125.361,-2.54606
-124.013,-2.90318
-118.133,-2.95601
-116.926,-2.82264
-114.36,-2.63874
-112.747,-2.39084
-109.766,-2.08606
-107.82,-1.78095
-104.758,-1.4125
-101.929,-1.02486
-99.083,-0.6245
-96.128,-0.33881
-93.533,0.068
-90.511,0.40462
-87.272,0.70932
-84.85,0.98244
-81.603,1.2935
-78.947,1.54744
-74.256,1.77524
-70.492,2.08614
-67.377,2.29534
-63.695,2.54258
-56.652,2.78874
-49.827,3.06682
-44.127,3.2752
-34.606,3.43777
-29.013,3.56338
-18.491,3.70016
-5.7,3.79162
4.989,3.85828
20.558,3.89791
34.817,3.92522
47.209,3.90853
61.678,3.89755
72.302,3.91328
83.143,3.89709
93.5,3.90653
